epoch,train_loss,val_loss,dataset,model,seed
5,0.01593620962265766,0.023890373895743063,energy,MLP,43
6,0.014841760960266445,0.02377275557124189,energy,MLP,43
7,0.01482072403428681,0.02799120718347175,energy,MLP,43
8,0.015430733060577151,0.023135883467538015,energy,MLP,43
9,0.012519456897721146,0.020797463499807885,energy,MLP,43
10,0.012410763199582245,0.020035086033333625,energy,MLP,43
11,0.012284413890235803,0.019745388999581337,energy,MLP,43
12,0.011906511771182219,0.019930854639304534,energy,MLP,43
13,0.012195227801743331,0.019298306666314602,energy,MLP,43
14,0.012056038672612472,0.0189920653855162,energy,MLP,43
15,0.011155551754530858,0.01961455567340766,energy,MLP,43
16,0.011264553283002566,0.019418889789709022,energy,MLP,43
17,0.011264425751781373,0.021113017124922147,energy,MLP,43
18,0.010993187665008008,0.024103130546531508,energy,MLP,43
19,0.010698496561610338,0.02122759656049311,energy,MLP,43
20,0.010780986931146772,0.01841257534189416,energy,MLP,43
21,0.010476178680123254,0.02413779916241765,energy,MLP,43
22,0.011476026184744003,0.01857337575139744,energy,MLP,43
23,0.01027839763485121,0.02139542710834316,energy,MLP,43
24,0.010197692049780127,0.019235258822196295,energy,MLP,43
25,0.009438678026058231,0.019274583352463587,energy,MLP,43
26,0.00973488463117092,0.019213441559778794,energy,MLP,43
27,0.009977420633235439,0.02173937132049884,energy,MLP,43
28,0.010633690607254252,0.01911575992458633,energy,MLP,43
1,0.14542122473093597,0.050506376794406345,energy,MLP,44
2,0.029866680248894474,0.036643851814525466,energy,MLP,44
3,0.02132705290039832,0.028987313421177014,energy,MLP,44
4,0.018721681031765358,0.03043922030233911,energy,MLP,44
5,0.0161158655502015,0.022355347206549987,energy,MLP,44
6,0.015040415459114945,0.022209418904302374,energy,MLP,44
7,0.014633809131654825,0.020880320807918906,energy,MLP,44
8,0.013302671920621035,0.020749341530193175,energy,MLP,44
9,0.013230554759502411,0.019846155873632858,energy,MLP,44
10,0.01338853707508833,0.030215068321142877,energy,MLP,44
11,0.013124262159125823,0.023598410854382173,energy,MLP,44
12,0.011817944483041312,0.02003870575156595,energy,MLP,44
13,0.012447434922002933,0.02478440012782812,energy,MLP,44
14,0.012247726892713796,0.021014323491337045,energy,MLP,44
15,0.011489514854143967,0.019452411914244294,energy,MLP,44
16,0.011458001819185236,0.021777634375861714,energy,MLP,44
17,0.01108479563316161,0.020355528819241693,energy,MLP,44
18,0.010999376864426515,0.019007859119613255,energy,MLP,44
19,0.010831338769728036,0.018570358798440014,energy,MLP,44
20,0.010088391644372181,0.02014357703072684,energy,MLP,44
21,0.010335211049426685,0.02026145499465721,energy,MLP,44
22,0.010507208743189094,0.02287761341514332,energy,MLP,44
23,0.010436079799987827,0.018746756948530674,energy,MLP,44
24,0.010280727052524911,0.02359832131436893,energy,MLP,44
25,0.011380058910810587,0.02183594404985862,energy,MLP,44
26,0.010913355046685672,0.017852935274796828,energy,MLP,44
27,0.009846419357045583,0.018432211596518755,energy,MLP,44
28,0.010145200956189497,0.022106579837522337,energy,MLP,44
29,0.010091202361791424,0.019028045436633483,energy,MLP,44
30,0.009364205941727216,0.017224187463788048,energy,MLP,44
31,0.009138994024727832,0.018641431483307054,energy,MLP,44
32,0.009196043691851875,0.017262664756604602,energy,MLP,44
33,0.009210660192889698,0.018204457126557827,energy,MLP,44
34,0.008840797049219183,0.01921365792596979,energy,MLP,44
35,0.00941661764006836,0.01608328617710088,energy,MLP,44
36,0.00956843487890155,0.022623732885611907,energy,MLP,44
37,0.008628510436127808,0.017517037922516465,energy,MLP,44
38,0.008500376793866357,0.0163945549699877,energy,MLP,44
39,0.009488070771719018,0.01589779820226665,energy,MLP,44
40,0.009138938565174061,0.015296721830964088,energy,MLP,44
41,0.00850740425062902,0.01835795591718384,energy,MLP,44
42,0.008993665147996084,0.01602837789271559,energy,MLP,44
43,0.008417745388931397,0.016997770073690584,energy,MLP,44
44,0.007921334454846201,0.014893239829689264,energy,MLP,44
45,0.008131079439243133,0.01479252680603947,energy,MLP,44
46,0.008226643637471803,0.015870173195643083,energy,MLP,44
47,0.00789332686161453,0.0166990527816649,energy,MLP,44
48,0.008769836252075478,0.016913056805995957,energy,MLP,44
49,0.008301781772664099,0.01672901146646057,energy,MLP,44
50,0.0077054029221251385,0.015820241699527417,energy,MLP,44
1,0.17697568630065882,0.05717936437577009,energy,MLP,45
2,0.033201567913320934,0.04190934402868152,energy,MLP,45
3,0.023594366160757614,0.030633654578455856,energy,MLP,45
4,0.018980349371717734,0.030221660554941212,energy,MLP,45
5,0.0166564597466001,0.023332193294273957,energy,MLP,45
6,0.014921603893691843,0.023845556192100048,energy,MLP,45
7,0.014512177775472854,0.022105445420103415,energy,MLP,45
8,0.014018148473097068,0.023710722170237983,energy,MLP,45
9,0.01297165471778223,0.0205280722750883,energy,MLP,45
10,0.01367593960215648,0.020611868223308454,energy,MLP,45
11,0.013297174789124367,0.019883619155734777,energy,MLP,45
12,0.012271970683341902,0.023205042351037264,energy,MLP,45
13,0.011382937078561747,0.019941429674093212,energy,MLP,45
14,0.012010451314519301,0.020006465326462473,energy,MLP,45
15,0.011221793003972958,0.020290833299181292,energy,MLP,45
16,0.010236554489837903,0.02067757075253342,energy,MLP,45
17,0.012472906382754445,0.02019841263868979,energy,MLP,45
18,0.011852398352471717,0.017896777617612054,energy,MLP,45
19,0.010418858043990578,0.018580331267522916,energy,MLP,45
20,0.010604109234091911,0.019038874689223512,energy,MLP,45
21,0.010152513168357087,0.017863228301783756,energy,MLP,45
22,0.009730337282896719,0.021770619321614504,energy,MLP,45
23,0.01093189354816621,0.019369954808748195,energy,MLP,45
24,0.010063692179480286,0.016386222061035887,energy,MLP,45
25,0.010139178131904566,0.017078693374060094,energy,MLP,45
26,0.0107950954204143,0.01878247403406671,energy,MLP,45
27,0.009440850953317502,0.017335432515080487,energy,MLP,45
28,0.00990179269997911,0.018795839377811978,energy,MLP,45
29,0.009627920127417328,0.01971605440069522,energy,MLP,45
30,0.009735694878283099,0.016510199788691744,energy,MLP,45
31,0.009660400862974877,0.01653572787264628,energy,MLP,45
32,0.008573182449309212,0.016348519761647497,energy,MLP,45
33,0.009068446068064959,0.021664034741531526,energy,MLP,45
34,0.00878854165432241,0.017889987843643342,energy,MLP,45
35,0.0089175875605592,0.01759351254440844,energy,MLP,45
36,0.008830689983865754,0.019977133554805602,energy,MLP,45
37,0.008338515392758629,0.02141986511248563,energy,MLP,45
38,0.009478065929601364,0.017270656103002175,energy,MLP,45
39,0.00799440628863081,0.017786047953580107,energy,MLP,45
40,0.00889751763845032,0.016736950226394192,energy,MLP,45
1,0.15035659150982444,0.0576608751767448,energy,MLP,46
2,0.0304418832317672,0.0401364675323878,energy,MLP,46
3,0.021749180205392116,0.03136639769322106,energy,MLP,46
4,0.018098656765439293,0.02900322712957859,energy,MLP,46
5,0.016982601630981222,0.026076513209513257,energy,MLP,46
6,0.015537325038828632,0.029012275261006186,energy,MLP,46
7,0.01576903954882062,0.02495835019674684,energy,MLP,46
8,0.014355287724880107,0.024675041703241214,energy,MLP,46
9,0.014193744709094366,0.023345831415749023,energy,MLP,46
10,0.013128405528594598,0.02288607378224177,energy,MLP,46
11,0.013417315020254164,0.021517026105097363,energy,MLP,46
12,0.012307007885255822,0.021113968254732236,energy,MLP,46
13,0.011873571290352353,0.02192329379197742,energy,MLP,46
14,0.012107887573427322,0.02110242231615952,energy,MLP,46
15,0.012087703188599058,0.019951443720076765,energy,MLP,46
16,0.011322549526636121,0.024276892621336237,energy,MLP,46
17,0.011316228495684989,0.023361473277743374,energy,MLP,46
18,0.011184576390819117,0.020986063738486598,energy,MLP,46
19,0.011464077471332117,0.020279552255358015,energy,MLP,46
20,0.010964244681720933,0.02095536145913814,energy,MLP,46
21,0.010658628617723783,0.022171620545642718,energy,MLP,46
22,0.010762689980875813,0.02216356068051287,energy,MLP,46
23,0.011728397217776739,0.01927955242406045,energy,MLP,46
24,0.010231276723612664,0.01958652391164963,energy,MLP,46
25,0.009946704616375042,0.018549188106719936,energy,MLP,46
26,0.010097272739971451,0.021360569101359164,energy,MLP,46
27,0.009793357228662706,0.01915098779967853,energy,MLP,46
28,0.009880446130409837,0.017099839219424342,energy,MLP,46
29,0.009893808326909713,0.021055329125374556,energy,MLP,46
30,0.01015605948244532,0.020605939207598567,energy,MLP,46
31,0.009493516687529556,0.02379738978509392,energy,MLP,46
32,0.009435873319902881,0.019333051816959466,energy,MLP,46
33,0.009577828586440195,0.019894551020115614,energy,MLP,46
34,0.010322594179094514,0.01671237511826413,energy,MLP,46
35,0.009978091404208857,0.01885066833347082,energy,MLP,46
36,0.008905246187086132,0.017751128745398352,energy,MLP,46
37,0.008757810327083324,0.016907621790388867,energy,MLP,46
38,0.008606263605708426,0.01658088547576751,energy,MLP,46
39,0.009133192788188657,0.017261990146445378,energy,MLP,46
40,0.00858282334890894,0.020030230416783264,energy,MLP,46
41,0.009211867109336185,0.015705070940644612,energy,MLP,46
42,0.008762726630789764,0.017383402612592493,energy,MLP,46
43,0.009084825562736527,0.017829946175749813,energy,MLP,46
44,0.007861519595749225,0.015694726025685668,energy,MLP,46
45,0.008420268020761961,0.016925050893665423,energy,MLP,46
46,0.009302744507846055,0.016650517387980863,energy,MLP,46
47,0.008154474145902152,0.01802537001536361,energy,MLP,46
48,0.008325756033600279,0.015883750781150802,energy,MLP,46
49,0.007554336863739247,0.01585963135585189,energy,MLP,46
50,0.008489884192716669,0.018787927659494535,energy,MLP,46
1,0.5798582791379003,0.3881891795567104,energy,LSTM,42
2,0.11643160998143932,0.08067088308078903,energy,LSTM,42
3,0.056264752917217484,0.0612255015543529,energy,LSTM,42
4,0.04651014058088714,0.049176596238144805,energy,LSTM,42
5,0.03754474019462412,0.0433577822654375,energy,LSTM,42
6,0.030883439618981247,0.039927790606660504,energy,LSTM,42
7,0.027867684253689014,0.03667015462581601,energy,LSTM,42
8,0.024703796134527885,0.030539115624768392,energy,LSTM,42
9,0.022705403269466125,0.0343732609014426,energy,LSTM,42
10,0.02128712051181179,0.02908505984981145,energy,LSTM,42
11,0.020298764899824604,0.03511159773916006,energy,LSTM,42
12,0.019836978351866656,0.02884257977296199,energy,LSTM,42
13,0.019600263331085443,0.026949936856648753,energy,LSTM,42
14,0.01796068813454247,0.025605349402342523,energy,LSTM,42
15,0.01759293784076969,0.0257706455886364,energy,LSTM,42
16,0.01786788608032194,0.02672055223956704,energy,LSTM,42
17,0.016837511479741697,0.026658194538738047,energy,LSTM,42
18,0.016835556598380208,0.02641450540561761,energy,LSTM,42
19,0.01740221722954602,0.024262952418731793,energy,LSTM,42
20,0.016813621150724815,0.024033965210297277,energy,LSTM,42
21,0.015754302963614464,0.023765348363667727,energy,LSTM,42
22,0.015725332460450856,0.022922199252726778,energy,LSTM,42
23,0.01515407175192553,0.023445825558155775,energy,LSTM,42
24,0.01629139690405943,0.023978871825550283,energy,LSTM,42
25,0.01582770222431105,0.02837090959240283,energy,LSTM,42
26,0.016583364407503694,0.023176993309919323,energy,LSTM,42
27,0.014339894260928937,0.021267292888036797,energy,LSTM,42
28,0.014164323576330913,0.022940730044086064,energy,LSTM,42
29,0.013813507376295147,0.02234827188242759,energy,LSTM,42
30,0.013813116249035706,0.022529122585962926,energy,LSTM,42
31,0.015437257497317412,0.02557392611301371,energy,LSTM,42
32,0.014622828669168732,0.02373890405786889,energy,LSTM,42
33,0.013605845555888884,0.021167441071676358,energy,LSTM,42
34,0.01302433607634157,0.021737302586968456,energy,LSTM,42
35,0.013819659178173451,0.021404493433822478,energy,LSTM,42
36,0.013760973734668258,0.022485810198954174,energy,LSTM,42
37,0.013074324057070595,0.022746301921350614,energy,LSTM,42
38,0.013940809732020804,0.02458341353173767,energy,LSTM,42
39,0.013223627970243493,0.01941227337478527,energy,LSTM,42
40,0.013531305051098267,0.023996428653065647,energy,LSTM,42
41,0.01263325706575856,0.02203698516158121,energy,LSTM,42
42,0.013028707884421403,0.022222843852692416,energy,LSTM,42
43,0.012711796888404271,0.022769140545278788,energy,LSTM,42
44,0.012786023509265347,0.019818437402136624,energy,LSTM,42
45,0.012955109010252989,0.022901942620852163,energy,LSTM,42
46,0.01411736248569055,0.02233589074707457,energy,LSTM,42
47,0.013130746891185867,0.02180795724104558,energy,LSTM,42
1,0.5539992383935235,0.2192526555487088,energy,LSTM,43
2,0.09436513381925496,0.06527289588536535,energy,LSTM,43
3,0.04748182772009662,0.049414917161422114,energy,LSTM,43
4,0.034458577378906986,0.05353343380349023,energy,LSTM,43
5,0.029766983832373764,0.04121366861675467,energy,LSTM,43
6,0.027255685139221674,0.0375543050467968,energy,LSTM,43
7,0.024889725867207304,0.03890810587576458,energy,LSTM,43
8,0.02402967324649746,0.03181730044473495,energy,LSTM,43
9,0.021599310803029573,0.03088445801820074,energy,LSTM,43
10,0.020699476385771326,0.029365412558295896,energy,LSTM,43
11,0.020139653024009684,0.027142152323254516,energy,LSTM,43
12,0.018293979450721632,0.03756262860926134,energy,LSTM,43
13,0.018192890467065754,0.027133689461542026,energy,LSTM,43
14,0.01739358600708797,0.026558580874864544,energy,LSTM,43
15,0.017217057531304432,0.025384233399693455,energy,LSTM,43
16,0.017044908479984962,0.027790591985519444,energy,LSTM,43
17,0.016629563686861235,0.028217460328180875,energy,LSTM,43
18,0.016002439279955896,0.025848296138324907,energy,LSTM,43
19,0.015960595655170353,0.024390337855688164,energy,LSTM,43
20,0.01643696485200163,0.022657984668122872,energy,LSTM,43
21,0.015030505213265618,0.023225320170500448,energy,LSTM,43
22,0.014613203288084178,0.023649552703968117,energy,LSTM,43
23,0.014778733119424996,0.02200614072249404,energy,LSTM,43
24,0.014179226145091834,0.024764168275786296,energy,LSTM,43
25,0.014110198971166305,0.02303192874283663,energy,LSTM,43
26,0.014682537727904591,0.022377542552671263,energy,LSTM,43
27,0.014191712760789827,0.023420528508722782,energy,LSTM,43
28,0.014541134322908792,0.02647017062242542,energy,LSTM,43
29,0.014245061867051956,0.022402412923318998,energy,LSTM,43
30,0.013293121426338048,0.020798702325139726,energy,LSTM,43
31,0.013354663271456957,0.020750846148335507,energy,LSTM,43
32,0.013273453939649644,0.020714968775532076,energy,LSTM,43
33,0.013293515467508272,0.021424358378031423,energy,LSTM,43
34,0.013485431974527963,0.022010667116514275,energy,LSTM,43
35,0.01339842688828481,0.02068337788140135,energy,LSTM,43
36,0.01308613239477078,0.02062455494888127,energy,LSTM,43
37,0.01254965805900142,0.02124381687359086,energy,LSTM,43
38,0.013392921974600264,0.020641590601631572,energy,LSTM,43
39,0.012930000821749369,0.020546829627294625,energy,LSTM,43
40,0.01229983113113452,0.024775622711916055,energy,LSTM,43
41,0.012809720317212244,0.019947379661191787,energy,LSTM,43
42,0.012413581043030277,0.019958868024072478,energy,LSTM,43
43,0.012845425870071984,0.01919901610485145,energy,LSTM,43
44,0.012333895079791546,0.02290611820561545,energy,LSTM,43
45,0.012190145849617142,0.021376235277525017,energy,LSTM,43
46,0.012542748047659794,0.01830991011645113,energy,LSTM,43
47,0.012058823295360939,0.023396340864045278,energy,LSTM,43
48,0.012512003050439736,0.01920207972372217,energy,LSTM,43
49,0.011969021980114507,0.02007171864222203,energy,LSTM,43
50,0.012811432670180997,0.019382113058652197,energy,LSTM,43
1,0.5671144927089865,0.3293801535453115,energy,LSTM,44
2,0.1001777049492706,0.07394565189523357,energy,LSTM,44
3,0.05179043926975944,0.058171466924250126,energy,LSTM,44
4,0.042053085497834465,0.050111613901598115,energy,LSTM,44
5,0.03284601875665513,0.04234319818871362,energy,LSTM,44
6,0.03111996738748117,0.04168286733329296,energy,LSTM,44
7,0.028466919493494613,0.037183505083833425,energy,LSTM,44
8,0.02423297605392608,0.03663139796948859,energy,LSTM,44
9,0.02315310879864476,0.035579802335372994,energy,LSTM,44
10,0.02167738006083351,0.02993397301595126,energy,LSTM,44
11,0.021435021740299733,0.029829343847398247,energy,LSTM,44
12,0.01945818473838947,0.02796256429116641,energy,LSTM,44
13,0.01999985579062592,0.0314500365805413,energy,LSTM,44
14,0.01868583925181266,0.029994259921035597,energy,LSTM,44
15,0.017312871743783806,0.02854927090395774,energy,LSTM,44
16,0.017061703365691232,0.024953116995415518,energy,LSTM,44
17,0.016501708224302893,0.026269983367196152,energy,LSTM,44
18,0.016631323851249886,0.025750459504446814,energy,LSTM,44
19,0.01683680926957591,0.027902600288923298,energy,LSTM,44
20,0.015838858826706808,0.02387236916859235,energy,LSTM,44
21,0.01533509326647177,0.027129864054066793,energy,LSTM,44
22,0.015658956514953665,0.02481896210727947,energy,LSTM,44
23,0.015157252959342617,0.023061007760199054,energy,LSTM,44
24,0.015517719068818471,0.024047380978507654,energy,LSTM,44
25,0.016354255879184966,0.024591699741514667,energy,LSTM,44
26,0.015310993735593829,0.024060940369963646,energy,LSTM,44
27,0.014313202379553608,0.022486329012151276,energy,LSTM,44
28,0.014766042798080227,0.024820118809917142,energy,LSTM,44
29,0.014240517563214808,0.025294605176895857,energy,LSTM,44
30,0.014469242661796285,0.02343942690640688,energy,LSTM,44
31,0.014270708352948228,0.0256996891860451,energy,LSTM,44
32,0.014083506800516538,0.02189276217749076,energy,LSTM,44
33,0.013703085792561373,0.02376902412756213,energy,LSTM,44
34,0.013659264423150682,0.022568159171247056,energy,LSTM,44
35,0.013520093105564063,0.02190080754059766,energy,LSTM,44
36,0.013351837236603553,0.023577367487762655,energy,LSTM,44
37,0.013759116331736246,0.023852304189598987,energy,LSTM,44
38,0.01369102963839065,0.02063089153463287,energy,LSTM,44
39,0.01354060578159988,0.020642412061403905,energy,LSTM,44
40,0.013421484784251361,0.020836629771760533,energy,LSTM,44
41,0.013398877091028473,0.024811363645962307,energy,LSTM,44
42,0.013425211669086959,0.02075059013441205,energy,LSTM,44
43,0.013015890656264894,0.0244340520086033,energy,LSTM,44
44,0.013148948119840386,0.02126914359230016,energy,LSTM,44
45,0.012777678259281498,0.019734865886026194,energy,LSTM,44
46,0.01282819160824698,0.021520400952015604,energy,LSTM,44
47,0.012579176797192882,0.019521025608160665,energy,LSTM,44
48,0.012996823653917421,0.020405612719644393,energy,LSTM,44
49,0.012596189347801335,0.019738562272063324,energy,LSTM,44
50,0.012551255848710283,0.02056252204680017,energy,LSTM,44
1,0.5582457561836098,0.2279807393039976,energy,LSTM,45
2,0.08509059566440004,0.06672889220395259,energy,LSTM,45
3,0.04693984175383142,0.051213592157832215,energy,LSTM,45
4,0.036836443694703506,0.04327947646379471,energy,LSTM,45
5,0.0301383222227521,0.03917912945949605,energy,LSTM,45
6,0.027849737371346266,0.03505406016483903,energy,LSTM,45
7,0.02516580710300442,0.03327177491571222,energy,LSTM,45
8,0.022885394226195233,0.030851006507873535,energy,LSTM,45
9,0.022472325190337317,0.028844991698861122,energy,LSTM,45
10,0.020873807088443726,0.027718475121738657,energy,LSTM,45
11,0.01989513972181488,0.029747514386794398,energy,LSTM,45
12,0.018795258661901407,0.028943450955141867,energy,LSTM,45
13,0.01856828930745409,0.029751145546989783,energy,LSTM,45
14,0.017755750750163286,0.03007322902392064,energy,LSTM,45
15,0.01758453259808999,0.023984689032658935,energy,LSTM,45
16,0.015964851044400624,0.02821758166620774,energy,LSTM,45
17,0.016978876665234566,0.02481436516557421,energy,LSTM,45
18,0.017099654795884184,0.02303493901022843,energy,LSTM,45
19,0.015753826846114614,0.029589982237666845,energy,LSTM,45
20,0.016032283829355783,0.0260281271434256,energy,LSTM,45
21,0.014989641614992059,0.02486607405756201,energy,LSTM,45
22,0.014993171680323554,0.02174180213894163,energy,LSTM,45
23,0.014867728815950228,0.023958660695435747,energy,LSTM,45
24,0.014460803891503901,0.022789356099175557,energy,LSTM,45
25,0.015130968834979065,0.02157888132413583,energy,LSTM,45
26,0.014973911661372491,0.022767024414081658,energy,LSTM,45
27,0.014289847112994528,0.02213742457596319,energy,LSTM,45
28,0.014448306988924742,0.023352293098079308,energy,LSTM,45
29,0.014354599689161687,0.02450357869799648,energy,LSTM,45
30,0.014124438081952658,0.024810173881373236,energy,LSTM,45
31,0.013655804207012283,0.022025169605123147,energy,LSTM,45
32,0.0135944093238901,0.021199710367779647,energy,LSTM,45
33,0.013793508550434402,0.025022775333906924,energy,LSTM,45
34,0.01340676214066193,0.023580111929082444,energy,LSTM,45
35,0.013661045686934482,0.021636077535471747,energy,LSTM,45
36,0.013535527194934812,0.02204786117986909,energy,LSTM,45
37,0.013042221431422866,0.020772347027169808,energy,LSTM,45
38,0.013116149337623607,0.020689473021775484,energy,LSTM,45
39,0.012777931550799898,0.023899358896804706,energy,LSTM,45
40,0.01285861021923748,0.023996381122352823,energy,LSTM,45
41,0.012925427202417544,0.02281247791168945,energy,LSTM,45
42,0.012975679273068003,0.020191180453236614,energy,LSTM,45
43,0.013573527456063664,0.020347853656858206,energy,LSTM,45
44,0.012540324612266639,0.019017875094764998,energy,LSTM,45
45,0.012640822707026295,0.020975362276658416,energy,LSTM,45
46,0.01214122615585273,0.02035802971970822,energy,LSTM,45
47,0.012139918928203935,0.020011835831350515,energy,LSTM,45
48,0.012647433319326603,0.02160361984611622,energy,LSTM,45
49,0.012523908619627808,0.022715969909248606,energy,LSTM,45
50,0.013095588585587613,0.022379100256200348,energy,LSTM,45
1,0.5996966063976288,0.31024695932865143,energy,LSTM,46
2,0.09577403223198472,0.07707841880619526,energy,LSTM,46
3,0.05016127900418007,0.06044271761285407,energy,LSTM,46
4,0.04702621517759381,0.05523257955376591,energy,LSTM,46
5,0.03641050023901643,0.0462015312431114,energy,LSTM,46
6,0.030631677614468517,0.04415996000170708,energy,LSTM,46
7,0.030263212142568646,0.04109792477850403,energy,LSTM,46
8,0.027005040284359093,0.04058320926768439,energy,LSTM,46
9,0.025333702691238035,0.042942347404147894,energy,LSTM,46
10,0.024347617559022074,0.03130886677120413,energy,LSTM,46
11,0.02330838499421423,0.03141944296658039,energy,LSTM,46
12,0.021423763496744814,0.030630745326301882,energy,LSTM,46
13,0.02038503012789244,0.032127780241093466,energy,LSTM,46
14,0.019697469708537967,0.02721747842484287,energy,LSTM,46
15,0.018809084145521574,0.026906475524551103,energy,LSTM,46
16,0.018262393158775838,0.026256142716322626,energy,LSTM,46
17,0.017999984549753593,0.027301787066140344,energy,LSTM,46
18,0.0180360511523869,0.026291698816099336,energy,LSTM,46
19,0.017704539311428864,0.027248216194233725,energy,LSTM,46
20,0.016469974338895445,0.028398836829832623,energy,LSTM,46
21,0.016640805674603944,0.02552909224427172,energy,LSTM,46
22,0.016520818935312105,0.02546898209090744,energy,LSTM,46
23,0.01652549829503352,0.023528606531077197,energy,LSTM,46
24,0.015601525506512686,0.02567341391529356,energy,LSTM,46
25,0.01595182673102527,0.023395434387826493,energy,LSTM,46
26,0.015372665408490733,0.02744058266814266,energy,LSTM,46
27,0.015400389851437825,0.022846363617905548,energy,LSTM,46
28,0.01563093579854026,0.023448857345751355,energy,LSTM,46
29,0.01485099166518811,0.024858342417116677,energy,LSTM,46
30,0.01450202161107551,0.022053741118205444,energy,LSTM,46
31,0.014587762934917753,0.02276238360043083,energy,LSTM,46
32,0.014399501650283733,0.023054438776203563,energy,LSTM,46
33,0.014344527026299726,0.02252753052328314,energy,LSTM,46
34,0.014592592533903591,0.02324629428663424,energy,LSTM,46
35,0.0141562897514439,0.02444253519310483,energy,LSTM,46
36,0.01414390036723379,0.02362087964346366,energy,LSTM,46
37,0.014217225834727287,0.021196360234171152,energy,LSTM,46
38,0.01315222227607261,0.023700932539733394,energy,LSTM,46
39,0.014171349681970296,0.02154451798248504,energy,LSTM,46
40,0.013530780458963956,0.02148699580824801,energy,LSTM,46
41,0.013260011575325872,0.020455938398039768,energy,LSTM,46
42,0.012996632161296227,0.020487285052825297,energy,LSTM,46
43,0.013331064220630762,0.02147587914285915,energy,LSTM,46
44,0.012454679715588238,0.023194491364327923,energy,LSTM,46
45,0.013174450144905484,0.02158899192831346,energy,LSTM,46
46,0.01317367760224663,0.021018765600664274,energy,LSTM,46
47,0.012427942894370944,0.021191957473222698,energy,LSTM,46
48,0.01221079001852283,0.020973099063017538,energy,LSTM,46
49,0.012749566978803186,0.024100249034485648,energy,LSTM,46
1,0.12099135675552217,0.029468488081225326,energy,TransformerEncoder,42
2,0.02727873070221959,0.028235964543585266,energy,TransformerEncoder,42
3,0.026072096883911978,0.02816830389201641,energy,TransformerEncoder,42
4,0.023630708300819,0.028340427670627832,energy,TransformerEncoder,42
5,0.020703617723263575,0.0358102958915489,energy,TransformerEncoder,42
6,0.02067770917589466,0.02649289828592113,energy,TransformerEncoder,42
7,0.019149744078855623,0.030830664427152703,energy,TransformerEncoder,42
8,0.0186204151250422,0.031544906952019246,energy,TransformerEncoder,42
9,0.018857574090361595,0.024892239698341916,energy,TransformerEncoder,42
10,0.01850969243484239,0.023850700352340937,energy,TransformerEncoder,42
11,0.017261783105575225,0.026205402399812425,energy,TransformerEncoder,42
12,0.016853582854806023,0.024099897726305892,energy,TransformerEncoder,42
13,0.01732613894890881,0.02244220973391618,energy,TransformerEncoder,42
14,0.016596979913160656,0.024277869212840284,energy,TransformerEncoder,42
15,0.01641966425108187,0.025698876341006587,energy,TransformerEncoder,42
16,0.016891034044833345,0.022405392124450633,energy,TransformerEncoder,42
17,0.015687230120723445,0.023189797897690108,energy,TransformerEncoder,42
18,0.01649247691261046,0.02320979236225997,energy,TransformerEncoder,42
19,0.015890189157234447,0.026190696949405328,energy,TransformerEncoder,42
20,0.01587740204889666,0.022257720353081822,energy,TransformerEncoder,42
